OBJECTID,tag,status,cbu,owner,metered,fire_line,diameter,material,polywrap,yr_inst,length,yr_abandon,yr_removed,yr_replace,comments,NumberOfMa,Shape_Leng,Score,Soil_Comp,Soil_Comp_Full,Soil_Hydro_Group,Shape_Length,ElevChange,NumberofSLs
6776,wp500,i,y,CBU,n,n,6,DI,n,1993,142,0, , , ,0,141.6870276,4,CrC,"Crider silt loam, 6 to 12 percent slopes",Group B,141.6870276,3.34223938,3
6777,wp501,i,y,CBU,n,n,6,DI,n,1993,176,0, , , ,0,176.4593294,4,CrC,"Crider silt loam, 6 to 12 percent slopes",Group B,176.4593294,0.376312256,0
6778,wp507,i,y,CBU,n,n,6,DI,n,1993,50,0, , , ,0,50.46662532,4,CrC,"Crider silt loam, 6 to 12 percent slopes",Group B,50.46662532,1.303192139,2
6779,wp562,i,y,CBU,n,n,8,DI,n,1992,185,0, , , ,0,184.6186383,4,CrC,"Crider silt loam, 6 to 12 percent slopes",Group C/D,184.6186383,0.313827515,4
6780,wp19968,i,y,CBU,n,n,8,DI,n,2006,17,0, , , ,0,8.697161086,4,Wa,"Wakeland silt loam, 0 to 2 percent slopes, frequently flooded",Group B/D,8.697161078,0,0
6781,wp23019,i,y,CBU,n,n,12,DI,n,2006,125,0, , , ,0,125.375414,4,BdB,"Bedford silt loam, 2 to 6 percent slopes",Group C/D,125.375414,1.402191162,2
6782,wp18481,i,y,CBU,n,n,6,DI,n,1982,96,0, , , ,0,95.85347115,4,CrC,"Crider silt loam, 6 to 12 percent slopes",Group C/D,95.85347116,0.288314819,0
6783,wp20725,i,y,CBU,n,n,8,DI,n,2006,38,0, , , ,0,16.24554805,4,BdB,"Bedford silt loam, 2 to 6 percent slopes",Group C/D,16.24554805,0.175079346,0
6784,wp20730,i,y,CBU,n,n,8,DI,n,2006,174,0, , , ,0,164.5038357,4,CrC,"Crider silt loam, 6 to 12 percent slopes",Group C/D,164.5038357,0.497833252,3
6785,wp17857,i,y,CBU,n,n,6,DI,n,2004,109,0, , , ,0,107.0416448,4,CrB,"Crider silt loam, 2 to 6 percent slopes",Group B,107.0416448,0.613250732,1
6786,wp20128,i,y,CBU,n,n,2,S21,n,2006,46,0, , , ,0,46.00466172,0,BdB,"Bedford silt loam, 2 to 6 percent slopes",Group C/D,46.00466172,0.472229004,1
6787,wp14852,i,y,CBU,n,n,4,S21,n,2003,120,0, , , ,0,119.8681994,5,CtB,"Crider-Urban land complex, 2 to 6 percent slopes",Group B,119.8681994,0.953948975,3
6788,wp14856,i,y,CBU,n,n,2,S21,n,2003,46,0, , , ,0,44.11867817,0,CtB,"Crider-Urban land complex, 2 to 6 percent slopes",Group B,44.11867817,0.048858643,3
6789,wp14893,i,y,CBU,n,n,6,CI,n,1959,106,0, , , ,0,105.9063882,3,CtB,"Crider-Urban land complex, 2 to 6 percent slopes",Group B,105.9063882,0.925628662,2
6790,wp14896,i,y,CBU,n,n,6,DI,n,2003,18,0, , , ,0,17.86580375,4,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group B,17.86580375,0.102966309,0
6791,wp14948,i,y,CBU,n,n,2,C,n,2003,54,0, , , ,0,54.03156822,0,CrB,"Crider silt loam, 2 to 6 percent slopes",Group B,54.03156822,1.235900879,1
6792,wp14973,i,y,CBU,n,n,12,DI,n,2000,221,0, , , ,0,142.4371003,4,CrC,"Crider silt loam, 6 to 12 percent slopes",Group B,142.4371003,1.913223267,0
6793,wp24649,i,y,CBU,n,n,14,DI,n,1983,58,0, , , ,0,58.02897827,4,CrC,"Crider silt loam, 6 to 12 percent slopes",Group B,58.02897828,0.855560303,0
6794,wp21886,i,y,CBU,n,n,8,DI,n,2007,317,0, , , ,0,316.8582902,4,HoB,"Hosmer silt loam, 2 to 6 percent slopes",Group D,316.8582902,0.746124268,0
6795,wp21893,i,y,CBU,n,n,8,DI,n,2007,101,0, , , ,0,100.5769887,4,HtB,"Hosmer-Urban land complex, 2 to 12 percent slopes",Group D,100.5769887,0.24899292,0
6796,wp23642,i,y,CBU,n,n,24,DI,n,2008,18,0, , , ,0,17.995153,4,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group B,17.995153,0.498901367,0
6797,wp23607,i,y,CBU,n,n,6,CI,n,1954,163,0, , ,"we had 2"", but 1980 Qtr Sect shows 6"", connected to 12th Ct (moved W end S to align)",0,163.4113249,3,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group B,163.4113249,1.714950562,2
6798,wp23635,i,y,CBU,n,n,2,S21,n,2008,35,0, , , ,0,35.29290979,0,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group B,35.29290979,1.510147095,2
6799,wp20466,i,y,CBU,n,n,6,DI,n,2006,28,0, , , ,0,31.03459477,4,CrB,"Crider silt loam, 2 to 6 percent slopes",Group B,31.03459477,0.609069824,0
6800,wp20509,i,y,CBU,n,n,12,DI,n,1989,76,0, , , ,0,76.3755567,4,HtB,"Hosmer-Urban land complex, 2 to 12 percent slopes",Group D,76.3755567,0.352722168,0
6801,wp20522,i,y,CBU,n,n,6,DI,n,2006,26,0, , , ,0,22.8048291,4,Ua,"Udorthents, loamy",Group B,22.8048291,0.914154053,0
6802,wp19389,i,y,CBU,n,n,12,DI,n,2005,198,0, , , ,0,196.7725306,4,CtB,"Crider-Urban land complex, 2 to 6 percent slopes",Group B,196.7725306,0.247238159,0
6803,wp19393,i,y,CBU,n,n,12,DI,n,2005,240,0, , , ,0,241.3388082,4,CtB,"Crider-Urban land complex, 2 to 6 percent slopes",Group B,241.3388082,0.33190918,0
6804,wp19417,i,y,CBU,n,n,16,DI,n,2005,391,0, , , ,0,390.5643796,4,BdB,"Bedford silt loam, 2 to 6 percent slopes",Group B,390.5643796,3.212860107,0
6805,wp19430,i,y,CBU,n,n,16,DI,n,2005,546,0, , , ,0,544.8558244,4,CaD,"Caneyville silt loam, 12 to 18 percent slopes",Group C,544.8558244,4.359603882,0
6806,wp19494,i,y,CBU,n,n,8,DI,n,2005,32,0, , , ,0,30.95550074,4,CaD,"Caneyville silt loam, 12 to 18 percent slopes",Group C,30.95550074,0.04864502,0
6807,wp23266,i,y,CBU,n,n,12,DI,n,2008,129,0, , , ,0,136.4329939,4,HaD,"Hagerstown silt loam, 12 to 20 percent slopes",Group B,136.4329939,1.493835449,0
6808,wp21430,i,y,CBU,n,n,6,DI,n,2007,47,0, , , ,0,47.57030423,4,CrC,"Crider silt loam, 6 to 12 percent slopes",Group B,47.57030423,0.200378418,1
6809,wp21431,i,y,CBU,n,n,6,DI,n,2007,48,0, , , ,0,46.90204937,4,CrC,"Crider silt loam, 6 to 12 percent slopes",Group B,46.90204938,0.315078735,0
6810,wp23652,i,y,CBU,n,n,8,DI,n,2008,37,0, , , ,0,37.00739909,4,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group B,37.00739909,0.031707764,0
6811,wp23666,i,y,CBU,n,n,8,DI,n,2008,79,0, , , ,0,77.42882713,4,CtB,"Crider-Urban land complex, 2 to 6 percent slopes",Group B,77.42882713,1.141479492,2
6812,wp23669,i,y,CBU,n,n,6,DI,n,2008,32,0, , , ,0,34.29386852,4,CtB,"Crider-Urban land complex, 2 to 6 percent slopes",Group B,34.29386852,0.021942139,1
6813,wp23673,i,y,CBU,n,n,8,DI,n,2008,55,0, , , ,0,55.02736078,4,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group B,55.02736078,0.042175293,4
6814,wp23677,i,y,CBU,n,n,8,DI,n,2008,115,0, , , ,0,112.9629435,4,CtB,"Crider-Urban land complex, 2 to 6 percent slopes",Group B,112.9629435,0.077270508,2
6815,wp19040,i,y,CBU,n,n,6,DI,n,1982,17,0, , , ,0,17.30607558,4,CtB,"Crider-Urban land complex, 2 to 6 percent slopes",Group B,17.30607558,0,0
6816,wp19047,i,y,CBU,n,n,2,S21,n,1990,245,0, , ,"galv 2"" drawn on 1950 blueprint Qtr Sect map (to school)",0,245.0597108,0,CtB,"Crider-Urban land complex, 2 to 6 percent slopes",Group B,245.0597108,3.128982544,3
6817,wp19058,i,y,CBU,n,n,2,S21,n,2005,45,0, , , ,0,45.05301241,0,CrB,"Crider silt loam, 2 to 6 percent slopes",Group B,45.05301241,0.322113037,3
6818,wp21318,i,y,CBU,n,n,8,DI,n,2006,498,0, , , ,0,493.7569932,4,HoB,"Hosmer silt loam, 2 to 6 percent slopes",Group B,493.7569932,5.592987061,4
6819,wp21321,i,y,CBU,n,n,8,DI,n,2006,20,0, , , ,0,20.60686382,4,CrC,"Crider silt loam, 6 to 12 percent slopes",Group B,20.60686383,0,1
6820,wp21322,i,y,CBU,n,n,8,DI,n,2006,400,0, , , ,0,374.0241723,4,CrC,"Crider silt loam, 6 to 12 percent slopes",Group B,374.0241723,4.66696167,6
6821,wp12731,i,y,CBU,n,n,12,DI,n,1995,25,0, , , ,0,25.04785017,4,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group B,25.04785017,0.600891113,0
6822,wp19976,i,y,CBU,n,n,8,DI,n,2006,85,0, , , ,0,70.66964124,4,Wa,"Wakeland silt loam, 0 to 2 percent slopes, frequently flooded",Group B/D,70.66964124,0.007125854,3
6823,wp19995,i,y,CBU,n,n,8,DI,n,2006,182,0, , , ,0,159.204942,4,Ba,"Bartle silt loam, 0 to 2 percent slopes",Group B,159.204942,0.213500977,0
6824,wp16601,i,y,CBU,n,n,6,DI,n,2004,45,0, , , ,0,42.58517223,4,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group B,42.58517223,0.887023926,0
6825,wp16612,i,y,CBU,n,n,8,DI,n,2004,25,0, , , ,0,17.57771265,4,CtB,"Crider-Urban land complex, 2 to 6 percent slopes",Group B,17.57771265,0.140655518,0
6826,wp461,i,y,CBU,n,n,6,DI,n,1994,16,0, , , ,0,16.41196119,4,CrC,"Crider silt loam, 6 to 12 percent slopes",Group B,16.41196119,0.193527222,0
6827,wp12775,i,y,CBU,n,n,8,DI,n,2001,102,0, , , ,0,83.8632603,4,CrC,"Crider silt loam, 6 to 12 percent slopes",Group B,83.8632603,0.506973267,0
6828,wp12783,i,y,CBU,n,n,8,DI,n,2001,150,0, , , ,0,149.6122402,4,CrC,"Crider silt loam, 6 to 12 percent slopes",Group D,149.6122402,1.51550293,2
6829,wp12786,i,y,CBU,n,n,8,DI,n,2001,44,0, , , ,0,45.07095545,4,HtB,"Hosmer-Urban land complex, 2 to 12 percent slopes",Group D,45.07095545,0.030883789,1
6830,o4312,i,y,CBU,n,n,12,DI,n,1982,21,0, , , ,0,21.30321058,4,BdB,"Bedford silt loam, 2 to 6 percent slopes",Group C/D,21.30321058,0.128082275,1
6831,wp1141,i,y,CBU,n,n,12,DI,n,1982,180,0, , , ,0,180.1074818,4,Wa,"Wakeland silt loam, 0 to 2 percent slopes, frequently flooded",Group C,180.1074818,4.703369141,0
6832,q46215,i,y,CBU,n,n,6,CIL,n,1910,16,0, , ,betw 1898 & 1913,0,15.55750847,4,CtB,"Crider-Urban land complex, 2 to 6 percent slopes",Group B,15.55750847,0,0
6833,wp630,i,y,CBU,n,n,20,CIDI,n,1966,16,0, , , ,0,16.41731209,3,BdB,"Bedford silt loam, 2 to 6 percent slopes",Group C/D,16.41731209,0.081375122,0
6834,wp17,i,y,CBU,n,n,6,DI,n,1994,19,0, , , ,0,18.97371534,4,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group B,18.97371534,0.360305786,0
6835,wp8258,i,y,CBU,n,n,6,CI,n,1971,82,0, , , ,0,81.66489194,4,Ua,"Udorthents, loamy",,81.66489194,0.276351929,0
6836,v46152,i,y,CBU,n,n,6,CI,n,1964,271,0, , , ,0,271.0361082,3,HtB,"Hosmer-Urban land complex, 2 to 12 percent slopes",Group D,271.0361082,2.883483887,4
6837,t43190,i,y,CBU,n,n,6,DI,n,1987,38,0, , , ,0,37.54738026,4,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group B,37.54738025,0.271682739,0
6838,wp14835,i,y,CBU,n,n,4,S21,n,2002,174,0, , , ,0,175.177572,5,CrB,"Crider silt loam, 2 to 6 percent slopes",Group B,175.177572,0.754562378,4
6839,wp14840,i,y,CBU,n,n,6,DI,n,2002,50,0, , , ,0,55.02646514,4,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group B,55.02646514,1.312713623,0
6840,wp20051,i,y,CBU,n,n,8,DI,n,2006,29,0, , , ,0,29.11162152,4,CtB,"Crider-Urban land complex, 2 to 6 percent slopes",Group B,29.11162152,0.080871582,0
6841,wp27307,i,y,CBU,n,n,6,DI,n,2011,31,0, , , ,0,27.38668216,4,CtB,"Crider-Urban land complex, 2 to 6 percent slopes",Group B,27.38668216,0.274871826,0
6842,wp23123,i,y,CBU,n,n,16,DI,n,2008,16,0, , , ,0,15.746196,4,CrB,"Crider silt loam, 2 to 6 percent slopes",Group B,15.746196,0.192398071,0
6843,wp16051,i,y,CBU,n,n,6,DI,n,1987,21,0, , , ,0,20.60093519,4,CrC,"Crider silt loam, 6 to 12 percent slopes",Group C/D,20.60093519,0.113021851,0
6844,wp16053,i,y,CBU,n,n,6,DI,n,1988,262,0, , , ,3,261.6633888,3,IvA,"Iva silt loam, 0 to 2 percent slopes",Group C/D,261.6633888,0.025344849,0
6845,wp14115,i,y,CBU,n,n,12,CI,n,1954,26,0, , ,possibly older,0,25.6569235,3,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group B,25.6569235,0.444412231,0
6846,wp16066,i,y,CBU,n,n,12,DI,n,2003,277,0, , , ,0,277.2139954,4,Wr,"Wilbur silt loam, frequently flooded",Group B/D,277.2139954,0.997879028,0
6847,wp16077,i,y,CBU,n,n,12,DI,n,2003,17,0, , , ,0,16.73504777,4,CtB,"Crider-Urban land complex, 2 to 6 percent slopes",Group B,16.73504777,0.038772583,0
6848,wp16082,i,y,CBU,n,n,6,CI,n,1970,22,0, , , ,0,22.09148791,3,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group B,22.09148791,0.056884766,1
6849,wp12051,i,y,CBU,n,n,8,CI,n,1962,91,0, , , ,1,91.46205827,3,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group B,91.46205827,0.794464111,0
6850,wp12101,i,y,CBU,n,n,6,DI,n,2000,86,0, , , ,0,90.6027059,4,CrC,"Crider silt loam, 6 to 12 percent slopes",Group B,90.6027059,0.430969238,5
6851,wp26209,i,y,CBU,n,n,6,CI,n,1957,38,0, , , ,0,37.77793933,3,CtB,"Crider-Urban land complex, 2 to 6 percent slopes",Group B,37.77793933,0.943115234,0
6852,wp23760,i,y,CBU,n,n,8,DI,n,2008,163,0, , , ,0,172.5682139,4,CrC,"Crider silt loam, 6 to 12 percent slopes",Group B,172.5682139,2.175125122,1
6853,wp23778,i,y,CBU,n,n,4,S21,n,2008,21,0, , , ,0,20.91583419,5,CrC,"Crider silt loam, 6 to 12 percent slopes",Group B,20.91583419,0,2
6854,wp19081,i,y,CBU,n,n,8,DI,n,2005,163,0, , , ,0,166.2176868,4,CrC,"Crider silt loam, 6 to 12 percent slopes",Group B,166.2176868,0.470733643,1
6855,wp19095,i,y,CBU,n,n,8,DI,n,2005,387,0, , , ,0,386.477199,4,CrC,"Crider silt loam, 6 to 12 percent slopes",Group C/D,386.477199,4.353469849,3
6856,wp19096,i,y,CBU,n,n,8,DI,n,2005,45,0, , , ,0,44.86345617,4,CrC,"Crider silt loam, 6 to 12 percent slopes",Group B,44.86345617,1.164398193,3
6857,wp24535,i,y,CBU,n,n,8,CI,n,1973,192,0, , , ,0,191.6340439,4,Ua,"Udorthents, loamy",,191.6340439,1.088546753,1
6858,wp26414,i,y,CBU,n,n,8,DI,n,2011,83,0, , , ,0,83.00287305,4,HoB,"Hosmer silt loam, 2 to 6 percent slopes",Group D,83.00287304,0.468719482,1
6859,wp26416,i,y,CBU,n,n,8,DI,n,2011,246,0, , , ,0,242.1458928,4,HoC,"Hosmer silt loam, 6 to 12 percent slopes",Group D,242.1458928,0.75894165,5
6860,wp26429,i,y,CBU,n,n,12,DI,n,2011,191,0, , , ,0,190.6633758,4,CaD,"Caneyville silt loam, 12 to 18 percent slopes",Group C,190.6633758,3.455810547,1
6861,wp26432,i,y,CBU,n,n,12,DI,n,2011,89,0, , , ,0,88.98479622,4,CaD,"Caneyville silt loam, 12 to 18 percent slopes",Group C,88.98479623,1.979553223,1
6862,wp26443,i,y,CBU,n,n,8,DI,n,2011,47,0, , , ,0,47.41048483,4,TlB,"Zanesville silt loam, 2 to 6 percent slopes",Group C,47.41048483,0.224487305,1
6863,wp26446,i,y,CBU,n,n,12,DI,n,2011,216,0, , , ,0,218.8248097,4,TlB,"Zanesville silt loam, 2 to 6 percent slopes",Group C,218.8248097,1.056060791,0
6864,wp26448,i,y,CBU,n,n,12,DI,n,2004,29,0, , , ,0,28.33512658,4,CtB,"Crider-Urban land complex, 2 to 6 percent slopes",Group B,28.33512658,0.061004639,0
6865,q46276,i,y,CBU,n,n,4,CIL,n,1910,168,0, , ,"betw 1898 & 1913, old QtrSect maps shows line S of CL, 90-bend at Indiana, then tee to E",0,168.3181402,3,CtB,"Crider-Urban land complex, 2 to 6 percent slopes",Group B,168.3181402,1.196472168,3
6866,wp18454,i,y,CBU,n,n,1,C,n,1988,164,0, , , ,1,163.8677753,0,CtB,"Crider-Urban land complex, 2 to 6 percent slopes",Group B,163.8677753,1.909393311,1
6867,wp19491,i,y,CBU,n,n,12,DI,n,2005,61,0, , , ,0,57.51593353,4,CaD,"Caneyville silt loam, 12 to 18 percent slopes",Group C,57.51593353,0.266403198,0
6868,wp26565,i,y,CBU,n,n,12,DI,n,2011,104,0, , , ,0,103.5011623,4,HoC,"Hosmer silt loam, 6 to 12 percent slopes",Group D,103.5011623,0.119689941,0
6869,wp21289,i,y,CBU,n,n,8,DI,n,2006,117,0, , , ,0,69.57267153,4,CrC,"Crider silt loam, 6 to 12 percent slopes",Group C,69.57267153,0.668685913,1
6870,wp23568,i,y,CBU,n,n,12,DI,n,2008,324,0, , , ,0,323.9546427,4,CtB,"Crider-Urban land complex, 2 to 6 percent slopes",Group B,323.9546427,0.617080688,6
6871,wp22451,i,y,CBU,n,n,2,S21,n,2005,51,0, , , ,0,51.47056382,0,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group B,51.47056382,0.234710693,1
6872,wp22503,i,y,CBU,n,n,8,DI,n,2007,64,0, , , ,0,64.03173616,4,CaD,"Caneyville silt loam, 12 to 18 percent slopes",Group C,64.03173616,1.518325806,0
6873,wp22505,i,y,CBU,n,n,8,DI,n,2007,45,0, , , ,0,45.52192484,4,CrC,"Crider silt loam, 6 to 12 percent slopes",Group B,45.52192484,1.738677979,0
6874,wp23200,i,y,CBU,n,n,36,PC,n,1966,16,0, , , ,0,16.29120758,2,CaD,"Caneyville silt loam, 12 to 18 percent slopes",Group B,16.29120758,0.055587769,0
6875,wp23220,i,y,CBU,n,n,8,DI,n,2008,410,0, , , ,0,413.9610985,4,CrB,"Crider silt loam, 2 to 6 percent slopes",Group C,413.9610985,1.674346924,2
6876,wp27964,i,y,CBU,n,n,12,DI,n,2013,76,0, , ,101' total ARV to line valve to W,0,75.71572784,4,CtB,"Crider-Urban land complex, 2 to 6 percent slopes",Group B,75.71572784,0.591903687,1
6877,wp17438,i,y,CBU,n,n,12,DI,n,2004,36,0, , , ,0,35.69057973,4,HoB,"Hosmer silt loam, 2 to 6 percent slopes",Group D,35.69057973,0.380004883,0
6878,wp17469,i,y,CBU,n,n,8,DI,n,2004,290,0, , , ,0,293.9585641,4,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group B,293.9585641,3.809570313,0
6879,wp26822,i,y,CBU,n,n,20,S,n,1951,155,0, , ,"Outside diameter = 20.00""",0,154.8112463,4,CaD,"Caneyville silt loam, 12 to 18 percent slopes",Group B,154.8112463,0.140823364,0
6880,wp26823,i,y,CBU,n,n,18,CIL,n,1925,453,0, , , ,0,441.9149306,3,CrC,"Crider silt loam, 6 to 12 percent slopes",Group B,441.9149306,5.737060547,1
6881,wp26877,i,y,CBU,n,n,12,DI,n,2012,18,0, , , ,0,17.9983664,4,AgrC,"Apalona-Zanesville silt loams, 6 to 12 percent slopes",Group C/D,17.9983664,0,0
6882,wp26915,i,y,CBU,n,n,8,DI,n,2012,48,0, , , ,0,47.04200849,4,CtB,"Crider-Urban land complex, 2 to 6 percent slopes",Group B,47.0420085,0.328338623,0
6883,wp26630,i,y,CBU,n,n,2,C,n,1992,40,0, , , ,0,36.68863717,0,HtB,"Hosmer-Urban land complex, 2 to 12 percent slopes",Group D,36.68863717,0.159393311,0
6884,wp24712,i,y,CBU,n,n,6,DI,n,2009,63,0, , , ,0,61.90560662,4,BdB,"Bedford silt loam, 2 to 6 percent slopes",Group C/D,61.90560662,0.147506714,1
6885,wp23987,i,y,CBU,n,n,6,DI,n,1975,163,0, , , ,0,163.1943718,4,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group C,163.1943718,4.036087036,3
6886,wp27664,i,y,CBU,n,n,24,PC,n,2012,48,0, , ,43.8-degree bend at S end,0,48.52250525,4,CrC,"Crider silt loam, 6 to 12 percent slopes",Group B,48.52250525,0.346160889,0
6887,wp27817,i,y,CBU,n,n,6,T,n,1957,274,0, , , ,0,274.204096,4,CtB,"Crider-Urban land complex, 2 to 6 percent slopes",Group B,274.204096,0.7527771,3
6888,wp28241,i,y,CBU,n,n,36,PC,n,2013,76,0, , ,small bend at SE end,0,75.91296117,4,CrC,"Crider silt loam, 6 to 12 percent slopes",Group B,75.91296117,1.087112427,0
6889,wp28259,i,y,CBU,n,n,36,PC,n,2013,426,0, , , ,0,426.1988713,4,CrC,"Crider silt loam, 6 to 12 percent slopes",Group B,426.1988713,2.327423096,0
6890,wp18101,i,y,CBU,n,n,4,DI,n,2004,54,0, , , ,0,53.78326252,4,CrB,"Crider silt loam, 2 to 6 percent slopes",Group B,53.78326252,0.315551758,0
6891,wp18108,i,y,CBU,n,n,8,DI,n,2004,92,0, , , ,0,96.56209011,4,Ud,Udorthents-Pits complex,Group B,96.56209011,0.710525513,0
6892,wp18127,i,y,CBU,n,n,8,DI,n,2004,79,0, , , ,0,79.88940614,4,Ua,"Udorthents, loamy",,79.88940614,0.578170776,0
6893,wp18717,i,y,CBU,n,n,8,DI,n,2005,260,0, , , ,0,261.9336406,4,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group B,261.9336406,0.555969238,6
6894,wp21149,i,y,CBU,n,n,8,DI,n,2006,86,0, , , ,0,85.94013351,4,CrC,"Crider silt loam, 6 to 12 percent slopes",Group B,85.94013351,1.597747803,2
6895,s4650,i,y,CBU,n,n,2,C900,n,1986,221,0, , , ,0,220.5059929,0,CtB,"Crider-Urban land complex, 2 to 6 percent slopes",Group B,220.5059929,4.261657715,5
6896,v4437,i,y,CBU,n,n,8,CI,n,1968,256,0, , , ,0,256.4547019,3,HoB,"Hosmer silt loam, 2 to 6 percent slopes",Group D,256.4547019,2.802368164,4
6897,wp7307,i,y,CBU,n,n,12,CI,n,1952,402,0, , , ,0,402.337994,3,Ua,"Udorthents, loamy",,402.337994,1.821807861,2
6898,wp9279,i,y,CBU,n,n,8,DI,n,1999,120,0, , , ,0,105.1000577,4,HoB,"Hosmer silt loam, 2 to 6 percent slopes",Group D,105.1000577,0.046264648,0
6899,wp9298,i,y,CBU,n,n,6,DI,n,1999,93,0, , , ,0,88.85717866,4,HoB,"Hosmer silt loam, 2 to 6 percent slopes",Group D,88.85717866,0.092529297,0
6900,p4914,i,y,CBU,n,n,6,CI,n,1970,19,0, , , ,0,18.7704694,3,CtB,"Crider-Urban land complex, 2 to 6 percent slopes",Group B,18.7704694,0.408340454,0
6901,r4453,i,y,CBU,n,n,6,CI,n,1953,469,0, , ,"we had 1957, redated to match sewer S of Southdowns",0,469.1573958,3,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group B,469.1573958,5.975906372,10
6902,wp27679,i,y,CBU,n,n,6,CI,n,1972,307,0, , , ,0,306.7798109,4,HtB,"Hosmer-Urban land complex, 2 to 12 percent slopes",Group D,306.7798109,0.28213501,5
6903,wp26935,i,y,CBU,n,n,8,DI,n,2012,252,0, , , ,0,252.3898565,4,Ua,"Udorthents, loamy",,252.3898565,0.882614136,0
6904,wp28926,i,y,CBU,n,n,12,DI,n,2013,390,0, , , ,0,390.2973932,4,HoC,"Hosmer silt loam, 6 to 12 percent slopes",Group D,390.2973932,1.647644043,0
6905,wp28269,i,y,CBU,n,n,36,PC,n,2013,639,0, , , ,0,639.4375472,4,TlB,"Zanesville silt loam, 2 to 6 percent slopes",Group C/D,639.4375472,0.362609863,0
6906,wp19937,i,y,CBU,n,n,24,DI,n,2006,116,0, , , ,1,116.3471888,4,HtB,"Hosmer-Urban land complex, 2 to 12 percent slopes",Group B,116.3471888,0.435562134,0
6907,w297,i,y,CBU,n,n,2,U,n,1970,775,0, , , ,5,775.1909429,0,WyqD,"Wrays-Gilwood silt loams, 6 to 20 percent slopes",Group C,775.1909429,7.976333618,7
6908,p371,i,y,CBU,n,n,12,DI,n,1987,284,0, , , ,0,283.7697737,4,CrC,"Crider silt loam, 6 to 12 percent slopes",Group B,283.7697737,1.479278564,3
6909,wp28154,i,y,CBU,n,n,36,PC,n,2013,160,0, , , ,0,159.8458341,4,CrB,"Crider silt loam, 2 to 6 percent slopes",Group B,159.8458341,1.780029297,0
6910,wp28164,i,y,CBU,n,n,36,PC,n,2013,520,0, , , ,0,520.1024498,4,CrC,"Crider silt loam, 6 to 12 percent slopes",Group B,520.1024498,1.742996216,0
6911,wp28179,i,y,CBU,n,n,36,PC,n,2013,20,0, , , ,0,19.91680285,4,BdB,"Bedford silt loam, 2 to 6 percent slopes",Group C/D,19.91680285,0.10786438,0
6912,wp28192,i,y,CBU,n,n,36,PC,n,1966,211,0, , , ,0,210.7327754,2,CrC,"Crider silt loam, 6 to 12 percent slopes",Group C/D,210.7327754,1.184143066,0
6913,wp28194,i,y,CBU,n,n,36,PC,n,2013,111,0, , , ,0,111.0503014,4,CrC,"Crider silt loam, 6 to 12 percent slopes",Group C/D,111.0503014,1.423477173,0
6914,r4785,i,y,CBU,n,n,6,CIL,n,1922,185,0, , , ,1,184.6102118,3,CtB,"Crider-Urban land complex, 2 to 6 percent slopes",Group B,184.6102118,2.399780273,1
6915,t4212,i,y,CBU,n,n,20,CI,n,1966,340,0, , , ,0,340.4184749,3,Hd,"Haymond silt loam, frequently flooded",Group B,340.4184749,6.508682251,1
6916,w423,i,y,CBU,n,n,8,CI,n,1967,760,0, , , ,0,759.7546934,3,CrC,"Crider silt loam, 6 to 12 percent slopes",Group C/D,759.7546934,3.097808838,0
6917,wp6362,i,y,CBU,n,n,24,DI,n,1997,186,0, , , ,0,184.9487117,4,HtB,"Hosmer-Urban land complex, 2 to 12 percent slopes",Group B,184.9487117,2.233795166,6
6918,wp6771,i,y,CBU,n,n,4,S21,n,1997,121,0, , , ,0,120.8779573,4,CrB,"Crider silt loam, 2 to 6 percent slopes",Group B,120.8779573,0.414260864,2
6919,wp7423,i,y,CBU,n,n,8,DI,n,1998,23,0, , , ,0,22.92154208,4,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group B,22.92154208,0.223175049,0
6920,wp4013,i,y,CBU,n,n,24,DI,n,1996,99,0, , , ,0,98.84318673,4,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group B,98.84318673,2.853088379,0
6921,wp10171,i,y,CBU,n,n,8,DI,n,2000,20,0, , , ,0,23.93840309,2,CtB,"Crider-Urban land complex, 2 to 6 percent slopes",Group B,23.93840309,0.04309082,0
