FID,tag,wodate,datedone,size,material,install_yr,location,comments,abandoned,globalid
0,wpbrk0001,12/21/94,12/21/94,6,unknown,unknown,1704 Circle Dr, ,n,{6BBF49E8-3442-45A3-8B4B-705FA24D3DF3}
1,wpbrk0002,12/27/94,12/27/94,6,DI,1981,722 Waterloo (?), ,n,{D4BFF8B6-1E16-4868-A824-82A5F4992A70}
2,wpbrk0003,12/27/94,12/28/94,6,CI-lead joint,1922,1016 W Sixth St, ,n,{594EA10E-1E74-4507-A906-BEBB3F61C242}
3,wpbrk0004,12/13/94,12/13/94,6,unknown,unknown,302 Clover, ,n,{5AF18851-372A-4139-AF84-489196605711}
4,wpbrk0005,12/13/94,12/15/94,6,CI,1967,Harvey & Sunset, ,n,{51837016-5FFC-4611-81C2-6B0CA7C27667}
5,wpbrk0006,12/13/94,12/15/94,6,CI,unknown,412 E University, ,n,{19598B3E-4F37-460C-99FD-A42B9CC7087A}
6,wpbrk0008,12/15/94,0/0/0,unk,unknown,unknown,"""Pipe repair - Sunny Slopes""", ,n,{0DA0D493-DD12-4FBF-9443-79328EBB043F}
7,wpbrk0009,12/08/94,12/15/94,16,CI,1960,Orris & Monroe, ,n,{DF82C0F4-7510-4B79-8A2A-D49190E5E905}
8,wpbrk0010,11/29/94,11/29/94,6,CI,1988,2005 Vernal Pike, ,n,{E0AD8348-3B50-4F65-8CBF-2F53955FA43B}
9,wpbrk0011,11/29/94,11/30/94,6,CI-lead joint,1922,1012 W 6th St, ,n,{29C1878B-6F36-4495-82B9-9B5EA70E846E}
10,wpbrk0013,11/22/94,11/23/94,6,CI,1962,642 Village, ,n,{67FBE349-797D-4542-9BAD-4287025B6C41}
11,wpbrk0014,11/25/94,11/28/94,36,PCCP,1966,5500 Block of Handy, ,n,{BB93EE81-E3FD-45F3-9F1A-273F2D12F257}
12,wpbrk0015, , ,36,PCCP,1966, , ,n,{CA68F877-92E8-4FF0-A22C-635C79E3F1CB}
13,wpbrk0017, , ,8,DI,1992, , ,n,{FC75500E-FD0A-439B-BC66-1C155283061B}
14,wpbrk0019, , ,unk,unknown,unknown, , ,n,{9BC8C773-69E7-43C5-BBEC-991C6E9B9E18}
15,wpbrk0021,10/27/94,10/28/94,unk,CI,1965,Corner SW Allen and Walnut, ,n,{E04644DC-AE8E-4EC1-B330-3FBBA55AC42D}
16,wpbrk0022,10/28/94,10/30/94,6,CI,1964,Corner of Sheffield and Plymouth, ,n,{01694CB6-A421-4624-B940-B67BCCB91611}
17,wpbrk0024,10/21/94,10/21/94,2,Galvanized,1946,Duncan, ,n,{9C39A651-E762-439C-97CB-0D9227131FFB}
18,wpbrk0027,10/20/94,10/20/94,6,CI,1958,801 Pleasant Ridge, ,n,{0B2F652A-700A-4612-A9B7-4B759DFDF201}
19,wpbrk0028,10/12/94,10/12/94,unk,unknown,unknown,4050 Barge Lane, ,n,{BD5342BF-DCC1-45D6-984E-076F180DEEA0}
20,wpbrk0030,09/20/94,10/07/94,12,unknown,unknown,2399 W Bloomfield Rd (SR 45), ,n,{955F4FA8-DC5F-410D-8C29-A65725902650}
21,wpbrk0031,09/20/94,11/07/94,6,CI,unknown,Corner University and Lincoln, ,n,{2EA2FE2B-C6F0-4872-8FF0-A2FE882E4604}
22,wpbrk0032,09/16/94,09/16/94,1.5,Galvanized,unknown,105 S Bryan, ,n,{651E6C2D-8F2C-460B-AACA-C7D61ABE15C3}
23,wpbrk0033,09/12/94,09/13/94,16,CI-lead joint,1931,111-115 S Union, ,n,{35100783-9C80-4010-897C-AB45E0760B76}
24,wpbrk0034,09/04/94,09/06/94,6,unknown,unknown,2415 Con2415 Cottonwood, ,n,{E693A4F5-12A7-4943-85B8-69E7B528B04D}
25,wpbrk0036,08/26/94,0/0/0,unk,unknown,unknown,12th and Park, ,n,{2FF452C6-4522-48C1-AB0F-251AE8F723E2}
26,wpbrk0037,08/23/94,08/23/94,6,CI,1960,840 Woodcrest, ,n,{9C0852A2-8603-428F-BD73-CA257E9EE8C2}
27,wpbrk0039, , ,20,CI-lead joint,1931, , ,n,{C303D167-2337-4A9B-B641-1743F92C53FC}
28,wpbrk0040,08/22/94,08/22/94,8,CI,1962,1430 N Jordan, ,n,{7B2BD545-A5C8-4FAF-85F0-C76B101A290F}
29,wpbrk0041,08/09/94,08/10/94,6,CI-lead joint,1920,300 Block N. Jordan,"Exact installation year not known, but during the decade of the 1920s.",n,{CA03DB37-611B-4F9B-8319-E289CFDD78EA}
30,wpbrk0042,08/03/94,09/22/94,unk,unknown,unknown,3rd and Madison, ,n,{66548059-4C29-427A-A724-3C85B61379C5}
31,wpbrk0043,08/03/94,08/08/94,unk,unknown,unknown,Corner Rockport Rd and Country CLub (Tapp)l, ,n,{6A72208D-2091-4C67-BC30-01987AFD57D2}
32,wpbrk0044,07/29/94,07/29/94,6,CI,1960,602 Ravencrest, ,n,{80AE9832-6D65-4D34-B2F0-60C4FDF79409}
33,wpbrk0045,07/15/94,07/22/94,6,unknown,unknown,4244 Grand Ave, ,n,{ECD16F65-B5D7-4FF0-B506-A5BC16B89B06}
34,wpbrk0046,07/13/94,07/13/94,6,DI,1976,665 Meadowlark, ,n,{304DA245-D3A1-4D72-92B2-A38D60758788}
35,wpbrk0047,07/07/94,07/08/94,6,CI,1967,839 Harvey, ,n,{3ABFF2AB-1CA9-42EE-9215-7021C122F1B6}
36,wpbrk0048,07/11/94,07/26/94,unk,unknown,unknown,3rd and Pleasant Ridge, ,n,{76272D40-FEF4-4E60-AF50-153597869DF4}
37,wpbrk0049,06/28/94,06/29/94,14,CI-lead joint,1931,812 S High, ,n,{808699C8-2992-45FC-870A-BEA476685AB2}
38,wpbrk0051,06/16/94,06/16/94,unk,unknown,unknown,Ballantine and University, ,n,{47E89EF2-9EF0-45D8-B308-0910794992F5}
39,wpbrk0053,06/15/94,06/15/94,4,CI,1961,310 E Cottage Grove, ,n,{5C8DC2FC-5A67-4328-990D-D7819C74A051}
40,wpbrk0054,06/15/94,06/16/94,6,CI,1950,E University and East Side Dr, ,n,{CE8CA071-64A1-4961-85CF-3C9F30C3A04D}
41,wpbrk0055,05/28/94,05/31/94,6,unknown,unknown,1051 WInding Wayi, ,n,{BBFDE37A-CFDA-46B2-8BF9-165C39AB2E23}
42,wpbrk0056,05/04/94,05/17/94,6,unknown,unknown,3500 Ashwood, ,n,{24D91BCB-448E-4CE5-9680-33917BEAD0A4}
43,wpbrk0057,05/06/94,05/07/94,unk,unknown,unknown,4400 E 3rd, ,n,{2943DF0F-6445-41B7-8427-4F412D4701FC}
44,wpbrk0059,04/13/94,0/0/0,unk,CI,unknown,8th and Morton, ,n,{E0CC663A-5FC0-445D-B9D1-B355BF9F5A05}
45,wpbrk0060,04/14/94,04/15/94,4,unknown,unknown,Hensonburg Rd Juvenile Center, ,n,{10B2F8D6-CC87-404E-992F-7BAE56B1910A}
46,wpbrk0061,04/08/94,04/14/94,6,CI,1962,Corner Morningside and Park Ridge, ,n,{12D74C68-90EA-40A1-BAF3-308ACFBAB0DD}
47,wpbrk0062,03/29/94,04/15/94,6,CI-lead joint,1922,707-711 N Lincoln, ,n,{B43BA088-5D0D-4BB7-B10A-E857F25CB512}
48,wpbrk0064,03/15/94,03/25/94,6,CI,1961,411 E Cottage Grove, ,n,{D2EB6658-8496-48FD-B07B-A7E4D2217718}
49,wpbrk0065,03/02/94,03/09/94,2,SDR-21,1989,809 S Madison, ,n,{53482F8A-9BBA-4ABC-BF05-B5FEDAED07CB}
50,wpbrk0066,03/07/94,03/10/94,12,CI,1953,725 S Cory Lane, ,n,{B9B2DF71-AE2E-42DE-837B-C4A293D5B076}
51,wpbrk0067,02/28/94,03/01/94,unk,CI,unknown,Corner Lincoln and Fourth,Material is CI or CI-lead joint,n,{B41B3042-3DDD-47C9-B5D1-116BC72E8201}
52,wpbrk0068,02/22/94,02/28/94,unk,unknown,unknown,Varsity Villa Apts (1915 N Dunn), ,n,{5838EDEE-116B-4E1A-A3FA-780E69E040BB}
53,wpbrk0069,02/22/94,02/23/94,12,CI-lead joint,1915,3230 Leonard Springs, ,n,{8EB80243-5A95-431A-9C22-5AA8087B984D}
54,wpbrk0070,02/24/94,02/24/94,unk,unknown,unknown,4340 Stephens Dr, ,n,{5F3DF862-C16E-497D-A0BD-715F478ACED5}
55,wpbrk0071,01/28/94,01/29/94,6,unknown,unknown,1118 N Walnut, ,n,{D793934F-4D7E-4675-A68E-D76649F1CE85}
56,wpbrk0072,01/30/94,01/30/94,4,CI-lead joint,1910,Corner Rogers and Howe, ,n,{2A773287-2042-459D-A11F-F1394DE5B27D}
57,wpbrk0073,01/29/94,01/29/94,6,unknown,unknown,800 Blk E 14th, ,n,{6A3CA09D-3872-4A9D-A885-0F64392831C5}
58,wpbrk0074,02/01/94,02/01/94,8,CI,1971,Corner 2nd and College Mall Rd, ,n,{76AFFB14-B6B6-4999-B60F-A4BC4F45C60C}
59,wpbrk0075,01/21/94,01/21/94,8,DI,1992,517 N Walnut, ,n,{BE51519C-3B5C-4458-8B2C-115191452C4C}
60,wpbrk0076,01/26/94,01/28/94,12,CI,1953,719 W 2nd, ,n,{BAC22323-1AA9-4546-8387-B8FB1265A233}
61,wpbrk0077,01/14/94,01/13/94,2,unknown,unknown,1800 Moffatt Ln, ,n,{721ABB58-6A34-4562-AC1F-E2A4153F66F4}
62,wpbrk0078,01/14/94,01/14/94,6,unknown,unknown,3701-3711 W Kinser, ,n,{C0872B4F-D481-42E7-8F7D-96D6C674D5A4}
63,wpbrk0079,01/19/94,01/29/94,unk,unknown,unknown,N Curry at Princeton Pkg, ,n,{3DD17187-0384-46A7-BC33-B4F4BE891A70}
64,wpbrk0081,01/10/94,01/10/94,12,unknown,unknown,2020 S Walnut, ,n,{D335B373-8EBD-4E82-9C13-36DB9C244C0F}
65,wpbrk0082,01/11/94,01/12/94,unk,unknown,unknown,Corner Liberty and Bloomfield (SR 45), ,n,{676170EE-5477-4FF9-8422-7473E9535414}
66,wpbrk0083,12/28/93,01/04/94,unk,unknown,unknown,309 E 6th, ,n,{AB11DB0E-CE55-42A3-A6EE-7FE62C67A657}
67,wpbrk0084,12/29/93,12/29/93,6,Transite,1946,1600 E University, ,n,{2357BFC3-A81A-435E-A5FB-0E2A67831BBE}
68,wpbrk0085,12/29/93,12/29/93,4,unknown,unknown,828 E University, ,n,{2B5EF4C9-1CA4-41B1-94BD-A6FA3B2F72AF}
69,wpbrk0086,01/03/94,01/09/94,2,C-900,unknown,900 Blk W 4th, ,n,{B1BAFFD8-9877-43F1-B2CF-DCC3CC3E9A6F}
70,wpbrk0087,01/03/94,01/03/94,2,unknown,1969,310 E 20th, ,n,{1770F9BF-A151-4BFF-B60B-39AF056B75F1}
71,wpbrk0088,01/04/94,01/04/94,2,unknown,1969,310 E 20th - same as W.O. 33706, ,n,{9C4E3F8C-B9B0-4733-88DB-95D533D991D8}
72,wpbrk0089,01/04/94,01/07/94,4,CI,1965,205 E SUnny Slopes Dr, ,n,{CB938FC7-A844-410A-8644-9F9584F54374}
73,wpbrk0090,01/04/94,01/04/94,4,DI,unknown,116 E 7th, ,n,{E62FF5D7-5296-47EA-B215-0A50ED0ABE68}
74,wpbrk0091,01/05/94,01/05/94,8,unknown,unknown,2502 W Arlington Rd, ,n,{A8106C9E-379D-4F5D-922D-7560358582FB}
75,wpbrk0092,03/13/95,03/22/95,8,unknown,unknown,7th and Dunn, ,n,{CB641B52-6B43-4E58-AD3B-1F3BBA73B825}
76,wpbrk0093,03/06/94,03/07/94,8,unknown,unknown,2122 N Arlington, ,n,{D1948A4F-7D90-4B93-848A-B275534C05BC}
77,wpbrk0094,03/06/95,03/06/95,24,DI,1996,2500 S Rockport Rd, ,n,{93340BB2-99A1-4EEA-8CAA-F620253B0288}
78,wpbrk0095,02/14/95,02/14/95,unk,unknown,unknown,411 N Hillside Dr, ,n,{B4913614-2D1D-492F-BA24-3E09FF24D8A5}
79,wpbrk0096,02/20/95,02/17/95,6,unknown,unknown,2616 E 5th St, ,n,{291AF935-3832-4EAF-B39B-02DA1B367893}
80,wpbrk0098,02/13/95,02/13/95,6,CI-lead joint,1935,3415 S Rogers, ,n,{90B55167-F227-4039-A44F-72FE24BCF80E}
81,wpbrk0099,01/30/95,01/29/95,6,CI,1961,Corner E 2nd and Woodcrest, ,n,{77F2F9D8-9A8A-46F0-A0BA-6113646D8BBE}
82,wpbrk0100,01/30/95,01/29/95,6,DI,1984,627 W 8th, ,n,{DE2899DD-B0DD-459A-A62B-9FBC0D301251}
83,wpbrk0101,01/24/95,01/23/95,12,CI,1957,1400 Block S Henderson, ,n,{B92E2E2E-6CE7-4553-BEF0-54CF11D5975B}
84,wpbrk0102,01/05/95,01/04/95,6,CI,1967,304 Blue Ridge Dr, ,n,{6B8D1DA3-E3E5-4D6D-8123-254BE589CE71}
85,wpbrk0103,01/09/95,01/08/95,6,CI,1961,1001 Winding Way, ,n,{52A8A018-0397-4559-B37F-4C9550B9833F}
86,wpbrk0104,01/12/95,01/11/95,6,CI,1965,121 Ridgeview Dr, ,n,{AC8B21DA-0EFD-4824-948D-978089D6A656}
87,wpbrk0105,12/08/93,12/07/93,6,CI,1953,500 Block Pleasant Ridge, ,n,{4FE266B0-6EBE-4B2A-A68D-571F92CA3130}
88,wpbrk0106,12/14/93,12/14/93,4,unknown,unknown,734 Ladd Ave, ,n,{FC5D900C-9D32-416D-9536-16BA94DFD116}
89,wpbrk0108,12/02/93,12/02/93,6,CI,1953,1023 E Southdowns Dr, ,n,{1C4DFC2F-CFDA-402E-9AC1-575E6E562542}
90,wpbrk0110,11/24/93,11/24/93,unk,unknown,unknown,Corner Arden and High St, ,n,{121D824C-938B-4C6D-8C1E-33DF818607E0}
91,wpbrk0112,11/29/93,11/27/93,12,unknown,unknown,"Corner Vernon and Dunn (12"" ?)", ,n,{4C3E7EE5-2E02-48FE-B401-4125EA3F2A30}
92,wpbrk0113,10/25/93,10/25/93,12,unknown,unknown,Corner Walnut and Dodds, ,n,{8277AB59-7EDB-401C-AE7D-9AF23B27CA7C}
93,wpbrk0114,10/04/93,10/04/93,6,unknown,unknown,Corner 16th and Monroe, ,n,{A9F7B89F-D58C-4E30-8CE1-6A02301AC4D0}
94,wpbrk0115,10/04/93,10/04/93,6,unknown,unknown,"2627 Dekist (4"" ?)", ,n,{A8B313E7-6CEE-49AE-B709-2CBA83E5ADB5}
95,wpbrk0116,09/20/93,09/20/93,4,unknown,unknown,Corner Seventh and Walnut, ,n,{FDAB6B35-D59C-4DC5-A1B4-56B615ACC79F}
96,wpbrk0117,09/20/93,09/20/93,2,unknown,unknown,Parrish Rd and Maxine Rd, ,n,{E1077E1D-9E08-4A15-A2C0-E50C4740A00A}
97,wpbrk0119,09/16/93,09/16/93,6,CI,1970,610 park Ridge PRd, ,n,{1ECAB605-58D9-47F7-B365-33AFCD7C9B8F}
98,wpbrk0121,09/02/93,0/0/0,12,unknown,unknown,W Whitehall Pk in front of Bugerrger king, ,n,{18BDC757-6B2B-4A4D-A29F-40461831C3D9}
99,wpbrk0122,08/09/93,08/09/93,6,unknown,unknown,100 Ellis (Hoosier Energy), ,n,{03347F60-47F9-4DB9-8EF0-8782E635F8E9}
100,wpbrk0123,08/05/93,08/16/93,8,DI,1992,505 N Walnut, ,n,{12F6D242-EDBA-4F4D-87B9-DED1C7E7C9CC}
101,wpbrk0124,07/29/93,07/30/93,6,CI,1967,2959 Ramble Rd West, ,n,{A9DB7BAE-515D-45D9-AE7C-2422E525D7F0}
102,wpbrk0125,08/02/93,09/23/93,unk,unknown,unknown,Corner Kinser Pk and Gourley Pk, ,n,{562440FD-6731-472E-B4A6-C2F89B066C94}
103,wpbrk0126,07/16/93,07/16/93,6,CI-lead joint,1910,Corner Fess and Atwater, ,n,{48F95CED-63BD-47A4-B20D-F2873D258B9B}
104,wpbrk0127,07/07/93,07/08/93,2,unknown,unknown,Parish Avenue and Maxine Rd, ,n,{F27C9314-5193-48CF-AED9-0E537BDF5F04}
105,wpbrk0129, , ,unk,unknown,unknown, , ,n,{B91C5F88-EF9F-4FA9-85FE-AE714E04AE7A}
106,wpbrk0130,07/05/93,07/08/93,2,unknown,unknown,4300 Blk Ridgewood Dr, ,n,{DEC418AF-71E3-47BA-9BF0-6C25075C434C}
107,wpbrk0131,07/06/93,07/08/93,2,unknown,unknown,4324 Ridgewood Dr, ,n,{BD42CCB4-F02A-4E61-A8C3-1201FD6F31DF}
108,wpbrk0132,06/24/93,06/24/93,6,CI,1959,3624 E Park Ln, ,n,{AEF94619-D33A-4388-80FA-1AA8CF790D1A}
109,wpbrk0133,05/10/93,05/11/93,unk,unknown,unknown,First street between College and Morton, ,n,{3B8448A7-1A5F-4A4A-951D-78B680CF618D}
110,wpbrk0134,04/21/93,04/21/93,unk,unknown,unknown,4124 Hector Dr, ,n,{349C7D60-CBF6-40AF-A0BB-AC9763E002B1}
111,wpbrk0135,04/14/93,04/19/93,2,SDR-21 PR200,1982,304 N Hopewell, ,n,{2AE0B3EB-019C-4B2E-A7BD-24E555F66E61}
112,wpbrk0137,03/01/93,03/01/93,6,unknown,unknown,Corner East Side and Maxwell Ln, ,n,{CBFCFF94-23F9-4E2E-9896-A6A8F849E795}
113,wpbrk0138,03/01/93,02/27/93,4,unknown,unknown,4231 N Old SR 37, ,n,{BB13D48A-EF06-41C1-BD69-D4A2A58E578B}
114,wpbrk0141,02/17/93,02/17/93,6,CI,1965,4314 Overlook Ln, ,n,{19A7A94E-3C98-4A9D-B7DA-06D02A875A94}
115,wpbrk0142,02/05/93,02/08/93,6,CI,1953,2617 E 3rd, ,n,{9A49D1F2-8137-489C-9154-A7126AE3CD5D}
116,wpbrk0143,02/02/93,02/04/93,unk,CI,unknown,Corner Seventh and Morton, ,n,{7824B050-A5F8-464D-B31A-584F652C0456}
117,wpbrk0144,01/19/93,01/19/93,4,unknown,unknown,Corner 3rd and Rogers, ,n,{14AE6C2F-B896-42B1-B24D-F41F92E73BDC}
118,wpbrk0145,01/20/93,01/20/93,unk,unknown,unknown,E 2nd behind Binford school, ,n,{4AAFC688-1FBE-470F-A53A-730131E6A01C}
119,wpbrk0149,12/28/92,12/28/92,8,CI,1967,Fifteenth and Lindberg, ,n,{2C9BB327-3297-4AA5-AF4C-9F498CEBA24A}
120,wpbrk0151,12/29/92,12/29/92,6,unknown,unknown,Corner Third and Morningside, ,n,{27526579-647F-42F7-8F76-CA1D476D0B81}
121,wpbrk0152,12/17/92,12/16/92,2,unknown,unknown,2000 E Crandall Ct service line, ,n,{E99962FA-41DA-4D06-93A6-EC48CE9C95B6}
122,wpbrk0153,12/22/92,12/22/92,12,CI,1970,2600 Block of E 3rd at Franklin, ,n,{DDD7F7EE-8625-4C41-95D8-8AA19893BB66}
123,wpbrk0155,12/14/92,12/13/92,6,CI,1957,325 N Hillsdale Dr, ,n,{B38707C6-F2F9-4B81-B11E-F6E34FC3A754}
124,wpbrk0156,12/07/92,12/06/92,8,unknown,unknown,1404 Arlington Rd, ,y,{B44D705A-4636-46B8-8FFE-08B32A0B0AD7}
125,wpbrk0157,12/07/92,12/07/92,6,unknown,unknown,Corner Blue Ridge Ct and N Clover Ln, ,n,{ECEEE5F4-1E03-446B-9743-BF098555131E}
126,wpbrk0158,12/08/92,01/14/93,6,CI-lead joint,1922,1122 W 11th St, ,n,{850BE23C-C00C-4437-9A79-F268BDB87445}
127,wpbrk0160,12/01/92,12/01/92,6,CI-MJ,1955,2420 Arlington Rd, ,n,{32A7BC69-44CB-4656-B73B-B52DC038284F}
128,wpbrk0161,11/10/92,11/10/92,8,unknown,unknown,1440 N Jordan, ,n,{1F39A8C0-7C28-4C6E-ACFD-82B179EA784B}
129,wpbrk0162,11/06/92,11/07/92,unk,unknown,unknown,100 Block E. Seventh, ,n,{915BBD08-B498-4B05-B02E-32C07BB308BA}
130,wpbrk0163,10/22/92,11/06/92,6,unknown,unknown,"Ralston Dr (lower 6"" water main)", ,n,{B83A5D35-CAD7-48CD-A27A-43B5C6477168}
131,wpbrk0164,10/12/92,10/14/92,6,CI,1959,15th and Hancock, ,n,{AF85D6D5-CE90-412D-93B1-4EF31585558C}
132,wpbrk0165,10/12/92,10/14/92,6,CI,1962,503 Hickory, ,n,{297E61E0-8343-45EE-81DD-ABC26C82161B}
133,wpbrk0166,10/12/92,10/19/92,unk,unknown,unknown,106 N Clark St, ,n,{A758C117-1324-4145-8B41-8CF6110902AC}
134,wpbrk0167,10/13/92,10/26/92,unk,unknown,unknown,Fisher Ct, ,n,{5F60AD0A-0EDA-4F81-A3CA-0AF66C18FE6C}
135,wpbrk0168,09/25/92,10/16/92,6,CI,1959,W 14th and Lindberg, ,n,{1D0314D7-BC56-4F81-8708-274E5CC8152D}
136,wpbrk0169,09/29/92,0/0/0,2,unknown,unknown,5372-5380 Fairfax Rd, ,n,{F154B34B-D503-49D4-AEE6-107F2AB3A82E}
137,wpbrk0170,09/29/92,09/29/92,12,DI,2002,1469 E 17th, ,n,{EF4A8865-D71C-4D7A-B805-0B5E3A035759}
138,wpbrk0171,09/17/92,09/22/92,unk,CI,unknown,200 Block E 4th,Material is CI or CI-lead joint,n,{311FAB3E-0BDE-4BB6-8697-FA876DCD7289}
139,wpbrk0172,09/18/92,09/18/92,36,unknown,unknown,3910 S Walnut St Pike, ,n,{B6C094A3-5A82-4FED-BEEB-AD3C9143A42A}
140,wpbrk0173,09/18/92,09/18/92,36,unknown,unknown,3910 S Walnut St Pike, ,n,{E870EB2B-99BA-4074-91F1-B7A38657F56D}
141,wpbrk0174,08/16/92,09/03/92,6,unknown,unknown,200 Blk E 19th, ,n,{7DFF8FB0-321B-473D-852A-7F18D9F33260}
142,wpbrk0175,09/03/92,09/03/92,4,unknown,unknown,Corner Ruby and Covenanter Dr, ,n,{E37E1899-34FC-42BC-A5B5-2C713DB319CC}
143,wpbrk0176,08/24/92,08/24/92,6,unknown,unknown,On Pete Ellis and 45-45 RR tracks, ,n,{94CF5F73-C191-40B3-9D41-FC6A31AFE7C1}
144,wpbrk0179,08/22/92,08/22/92,16,unknown,unknown,17th and Monroe, ,y,{6C73E9BD-3412-4F8B-80EB-B98E9FA097D6}
145,wpbrk0183,04/22/92,04/27/92,unk,unknown,unknown,1500 Blk Kinser Pike, ,n,{7965E7B9-280B-41E0-BE0B-4260066E47A2}
146,wpbrk0184,04/23/92,04/23/92,4,unknown,unknown,314 S Rogers, ,n,{99AE01C4-299D-44DD-ACE4-C2A215C3C2ED}
147,wpbrk0185,04/01/92,04/01/92,6,CI-lead joint,1922,803 N Lincoln, ,n,{E1014CF5-1EC2-4DB0-8FA5-058333D1F492}
148,wpbrk0187,03/04/92,03/06/92,6,unknown,unknown,1421 W 12th, ,n,{D20B9501-F192-46A2-B36F-0CB884B752B7}
149,wpbrk0188,02/27/92,02/27/92,6,CI,1970,2000 Wilton, ,n,{BA62B9DC-C4AC-4D18-A6C0-52D3EB756E5D}
150,wpbrk0189,02/06/92,02/07/92,6,CI,1966,2211 E Woodstock Pl, ,n,{36F8C2E1-C3E2-48D9-BE84-61323B39FD13}
151,wpbrk0190,02/07/92,02/10/92,10,CI-lead joint,1910,500 S Euclid, ,n,{E92C1194-86F9-4DB2-8D0C-EE383A212AF1}
152,wpbrk0191,02/08/92,02/08/92,6,DI,1975,Corner Ralston and S Banta Ave, ,n,{7C900AAC-1D99-4D35-956E-213F2959AA6F}
153,wpbrk0192,02/04/92,02/04/92,4,CI-lead joint,1910,512 N Indiana, ,n,{13479351-F6B5-4D10-B186-9979B72A681C}
154,wpbrk0193,02/05/92,02/05/92,6,CI-lead joint,1922,1007 W 11th, ,n,{222A426F-D327-41D3-B390-9C290F8A770F}
155,wpbrk0194,01/30/92,01/31/92,1,Galvanized,unknown,229 W 1st St, ,n,{B1436112-B97D-45FA-AC94-4F128CB274E2}
156,wpbrk0195,01/31/92,01/31/92,6,CI,1957,209 S hillsdaleH, ,n,{DAFE18A6-393D-41E6-A017-7E9DD81BCBB9}
157,wpbrk0197,01/15/92,01/15/92,6,CI-MJ,1955,2308 Arlignton Rd, ,n,{6F8186BF-DD8B-498B-87BD-ADEBE284DB05}
158,wpbrk0198,01/20/92,01/20/92,6,unknown,unknown,Corner Driscoll and S Grant St, ,n,{65B4E1D7-09C1-4901-BD6D-5C1347F7A981}
159,wpbrk0199,01/09/92,01/09/92,6,CI-lead joint,unknown,Corner 6th and Pine St, ,n,{4402106F-E98B-4F5D-A54E-36D9E033B7EA}
160,wpbrk0201,01/06/92,01/09/92,4,CI-lead joint,unknown,Corner Hunter and Park Av,Intallation year for pipe is likely 1910 or 1922.,n,{9D46FEB3-7F6F-42B2-B54E-1E28F6AB8F1F}
161,wpbrk0202,12/18/91,12/18/91,unk,unknown,unknown,Corner Manor and Southdowns Dr, ,n,{C3D75CD3-DD2C-4BC7-84D0-04AA66BAB7E5}
162,wpbrk0203,12/20/91,12/20/91,8,CI-MJ,1955,1617 Arlington, ,n,{C9CE3E2E-A5E2-4373-9FFC-71277DE3527B}
163,wpbrk0205,12/20/91,12/23/91,unk,unknown,unknown,E 3rd at College Mall Rd (Red Lobster), ,n,{2B38F8A3-2FCA-4252-BF35-675413F17CD7}
164,wpbrk0206,12/21/91,12/20/91,12,CI,1959,E 10th St at Crosstown, ,n,{3D452A3D-ABCB-4197-97DC-0C8774B7D8CB}
165,wpbrk0208,12/14/91,12/13/91,2,unknown,unknown,2201 E Third, ,n,{A3D19CAD-3333-4CA7-8BE9-D24313AF741B}
166,wpbrk0210,12/09/91,12/09/91,6,CI,1959,1303 W Fifteenth St, ,n,{C2450430-1724-4040-B030-27C61E8DBDB3}
167,wpbrk0211,12/03/91,12/04/91,unk,CI,unknown,Corner Eighth and College,Material is CI or CI-lead joint.,n,{A275A04D-F621-43B9-9D45-ACC9DC613B52}
168,wpbrk0212,11/25/91,11/25/91,6,unknown,unknown,1306 W Fifteenth, ,n,{4B98F85C-ECD0-45F6-A111-6A61DD6505C1}
169,wpbrk0215,11/22/91,11/25/91,6,unknown,unknown,4414 N Old SR 37, ,n,{783EE777-70CC-4C25-8A3D-DF9A9FFF035D}
170,wpbrk0216,11/08/91,11/08/91,6,CI-lead joint,1937,Fourteenth and Walnut, ,n,{07FF31D1-DEB8-436F-9C96-5BF0C7E83070}
171,wpbrk0217,11/12/91,11/12/91,6,unknown,unknown,S Wilton Dr, ,n,{E8649D64-1401-4D1B-A573-778087DA9CA5}
172,wpbrk0218,11/12/91,11/12/91,12,unknown,unknown,Bloomfield Rd at Twin Lakes, ,n,{6D327199-BED1-461D-A330-6364523F95D1}
173,wpbrk0219,11/14/91,11/12/91,6,CI,1972,3613 Grandview, ,n,{45900245-B814-427B-8A77-463715839F35}
174,wpbrk0220,11/17/91,11/16/91,6,unknown,unknown,4406 Belle Av, ,n,{F95C66B9-3D32-4CF3-98CE-795CD73AEA40}
175,wpbrk0221,10/17/91,10/17/91,6,CI,1951,1039 S Jordan, ,n,{D74B75A2-2BE7-4395-BDDF-5F0AD641C31B}
176,wpbrk0222,10/17/91,10/17/91,6,unknown,unknown,4503 S Stephens Dr, ,n,{0E89B2B8-D53A-4F83-A96B-63091525FA95}
177,wpbrk0224,10/14/91,10/14/91,6,unknown,unknown,1708 E Circle Dr, ,n,{A41D98BC-4556-4AB4-8113-AA88578E08B5}
178,wpbrk0225,10/02/91,10/02/91,6,unknown,unknown,3722 W Stafford Dr, ,n,{66C2F126-308D-4AA7-8EEB-10A229718AC1}
179,wpbrk0226,09/24/91,09/24/91,8,CI,1968,1911 E Winslow, ,n,{0F3CE0C7-42F0-4CBD-8996-7C82763EC4E5}
180,wpbrk0227,09/20/91,09/20/91,6,CI,1961,3634 W Plaza Dr, ,n,{0E741350-0FE7-4D22-B67A-9DFDDE90D76D}
