FID,tag,pipe_tag,pipe_year,date_repor,time_repor,reported_b,date_repai,time_start,time_compl,temperatur,address,pressure_z,direction_,surface_ab,traffic,pressure_c,chl_res_1_,pressure_1,chl_res_11,tallest_bu,special_se,size_of_ma,outside_di,depth_of_p,pipe_mater,type_of_jo,other_line,existing_b,descriptio,damaged_pa,deteriorat,type_of_fa,prev_leaks,number_of_,cause_of_b,remarks,repaired_o,method_of_,repairs_ma,comments,pres_ch_3_,chl_res_3_,pres_ch_31,chl_res_31,solution_s,trench_pum,pump_size_,line_flush,both_direc,abandoned,globalid
257,258,p3950,1990,2017-02-23,2230,Citizen,2017-02-24,30,230,Mild (55°F-70°F),3122 S Ryan Ct,Central,S to N,Paved,Light,0,0,87,1.98,0, ,6,6.9,45,Ductile Iron,Push-on/Slip,None,Gravel/Sand,Water Main,Pipe Barrel,Outside,Blow Hole,No,0,Defect in Pipe, ,Repaired, ,No, ,0,0,92,2.03,No,Yes,2,Yes, ,n,{F429975E-0B45-4835-9B78-2AA52FEBAE73}
258,259,o4830,1967,2017-04-13,800,Eric Love,2017-04-13,1000,1000,Mild (55°F-70°F),W 17th St & N Crescent,West,Loop,Paved, ,85,2.1,85,0,2,No,8,9.05,50,Cast Iron,Push-on/Slip,None,Gravel/Sand,Water Main,Pipe Barrel,Both,Circumferential,No,0,Ground Movement, ,Repaired, ,Yes, ,0,0,0,0, ,Yes,2,No, ,y,{AB484726-7B55-4218-85A5-FFC6E8482FAD}
259,260,q3434,1958,2017-04-29,2240,Control,2017-04-30,2240,1600,Cold (40°F-55°F),310 W Church Ln,Central,E to W,Paved,Medium,0,0,0,0,1,Yes,12,13.2,48,Cast Iron, ,Live Water,Native Soils,Water Main,Pipe Barrel,Outside,Longitudinal Split,Yes,0, , ,Replaced, ,No,Had to shut down to replace,115,2.2,115,2.2,Yes,Yes,2,Yes,No,y,{C22E0616-1EC1-43BC-91F1-4A579C8A45B3}
260,261,wp18454,1988,2017-05-01,900,Duke,2017-05-01,930,1130,Mild (55°F-70°F),691 Fairway Ln,Central,Loop,Lawn,Medium,75,2.2,75,2.2,2,No,6,6,48,Copper Type K,Push-on/Slip,None,Native Soils,Water Main, , ,Corporation,No,0,Contractor,Duke hit service line,Repaired, ,No,Shutoff to replace corporation,75,2.2,75,2.2,Yes,Yes,1,Yes,Yes,n,{09D79454-6A0F-44E7-85F2-FFF40AA5869E}
261,262,wp3647,1970,2017-06-30,0,Home Owner,2017-07-01,0,1400,Hot (>70°F),414 N Jonson Ave,West,W to E,Lawn,Light,80,0,80,0,2,No,2,2,36,Unknown,Not Uncovered,None,Native Soils,Water Main,Pipe Barrel,Both,Circumferential,No,0,Ground Movement, ,Repaired, ,Yes, ,0,0,0,0, ,No,1,Yes, ,n,{B2974544-40CC-42F2-95DA-496804903AF4}
262,263,s4035,1971,2017-07-10,0, ,2017-07-10,1530,1930,Hot (>70°F),E Rock Creek Dr & S Childs Ct, ,N to S,"Paved, Lawn", ,0,0,20,0,2,Yes,4,0,40,Cast Iron, ,None,Native Soils,Water Main,Pipe Barrel,Outside,Blow Hole,No,0,"Ground Movement, Temperature Changes", ,Repaired, ,No, ,0,0,0,0, ,Yes,4,No, ,n,{5C0BAF24-D8F2-4F3F-978C-CAF4671F39DC}
263,264,v47109,1976,2017-07-12,2030,Home Owner,2017-07-12,0,300,Hot (>70°F),4153 Hector Dr, ,Loop,Lawn, ,0,0,0,0,2,Yes,6,0,54,CI or DI,Push-on/Slip,None,Native Soils,Water Main,Pipe Barrel,Outside,Blow Hole,Yes,0,Defect in Pipe, ,Repaired, ,Yes, ,0,0,0,0, , , , , ,y,{9597D60B-E3AD-47DA-8EB5-C56083AA7AB3}
264,265,s3933,1988,2017-07-14,2130,Home Owner,2017-07-14,0,130,Hot (>70°F),2300 Ashwood Dr, ,N to S,Paved,Light,85,1.83,85,1.83,2,No,6,6.9,48,Ductile Iron,Push-on/Slip,None,Gravel/Sand,Water Main,Pipe Barrel,Both,Blow Hole,Yes,1,Defect in Pipe, ,Repaired, ,No, ,85,0,85,0,No,Yes,4,No, ,n,{C7BB35F8-2531-4EE7-9B3A-4CA201895B33}
265,266,r3899,1989,2017-07-18,1430,Customer,2017-07-18,1600,1900,Hot (>70°F),1002 E Heather Dr, ,E to W,Paved,Light,81,1.81,81,1.81,2,No,8,9.05,48,Ductile Iron, ,Sewer,Gravel/Sand,Water Main,Pipe Barrel,Outside,Blow Hole,No,0,Defect in Pipe, ,Repaired, ,No, ,85,1.81,85,1.81,No,Yes,4,No, ,n,{4A6B730D-E512-4678-B170-211C3FC30570}
266,267,u4515,1959,2017-07-22,2340, ,2017-07-23,45,130,Hot (>70°F),3220 E 3rd,Central,E to W,Paved,Heavy,0,1.87,0,1.87,1,No,12,0,72,Cast Iron,Mechanical Joint,Gas,Gravel/Sand,Water Main,Pipe Barrel,Both,Longitudinal Split,No,0,Ground Movement, ,Replaced, ,No, ,84,1.87,84,1.87,Yes, , , , ,n,{3E53F480-D53B-484B-9D4A-E92FE38BCCFE}
267,268,q42144,1982,2017-07-24,630,Tom Axsom,2017-07-24,730,1330,Hot (>70°F),103 E Southern Dr, ,E to W,Paved, ,56,1.81,0,1.81,0,No,6,6.9,4,Ductile Iron,Push-on/Slip,Sewer,Gravel/Sand,Water Main,Pipe Barrel,Outside,Blow Hole,Yes,2, , ,Repaired, ,No, ,56,1.81,56,1.81,No,Yes,2,Yes,No,n,{75C67A44-67BD-49C8-B3B1-8E4D931DA8F0}
268,269,r38132,1988,2017-07-25,2125,Customer,2017-07-26,30,130,Hot (>70°F),3819 S Linda's Way,Central,S to N,Paved,Light,70,3,0,0,1,Yes,4,0,48,Cast Iron,Not Uncovered,None,Gravel/Sand,Water Main,Pipe Barrel,Both,Blow Hole,No,0, ,DIP,Repaired, ,No,Turned off,90,3,0,0,No,Yes, ,No, ,n,{6C05DA6E-4C92-4B81-BD76-1E196F18A592}
269,270,wp30603,2014,2017-07-28,1030,Mark Smitters,2017-07-28,1200,1430,Hot (>70°F),N State Road 37 Business & E Whisnand Rd,Central, ,Vacant Lot,Medium,0,0,0,0,2,Yes,6,0,54,Ductile Iron,Not Uncovered,None,Gravel/Sand,Water Main,Pipe Barrel,Both,Longitudinal Split,No,0,Ground Movement, ,Replaced, ,No, ,0,0,0,0, , , , , ,n,{E5B4F15F-47E6-454D-A765-C21CCB567E27}
270,271,wp8659,1998,2017-08-14,500,Citizen,2017-08-14,800,1330,Hot (>70°F),503 S Fieldstone Blvd,West,Loop,Lawn, ,0,2.1,0,0,1,No,12,13.2,108,Ductile Iron,Push-on/Slip,Electric,Gravel/Sand,Service Lateral, ,Outside, ,No,0, ,Bands on tap saddle rusted through,Replaced, ,No, ,0,2.2,0,0,No,No, ,Yes,No,n,{7694C44F-724D-48F7-8938-CDA5D2C356B7}
271,272,wp25546,1963,2017-08-18,1520,Customer,2017-08-18,1700,1800,Hot (>70°F),4200 E Morningside Dr,East,Loop,Lawn,Light,60,2.5,66,2.5,2,Yes,6,0,48,Cast Iron,Not Uncovered,None,Native Soils,Water Main,Pipe Barrel,Both,Circumferential,No,0,Ground Movement, ,Repaired, ,No, ,70,2.5,70,2.5, ,Yes,"2, 4",Yes,No,n,{5DDCCAC6-1C60-4C95-A795-F339979FE58D}
